Date,Adj Close,Volume,outlier,SMA_14,EMA_14,RSI_14,MACD_12_26_9,MACDh_12_26_9,ADX_14,DMP_14,DMN_14,STOCHk_14_3_3,STOCHd_14_3_3,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,BBB_14_2.0,BBP_14_2.0,label
2012-07-23,-0.002826791982608323,0.05468046282165539,0,0.00014420952248034302,0.0003179824746863402,0.7130493915416858,0.5079608070274008,0.4348207896446576,0.8480665711240769,0.3871044946403249,0.28366564485997436,0.7999996525772484,0.9237386847945704,0.0001663358219480826,0.00014420952248034302,0.00012030937786183804,0.05848878601489969,0.5295461389472783,0.006387300517725042
2012-07-24,-0.0011530624184284133,0.05443472291598262,0,4.651920080017691e-05,4.819844826420283e-06,0.6608705676001616,0.49893809058204663,0.42118032346245476,0.8014158372347746,0.3373860462392636,0.3130641439663001,0.5969542093193086,0.7881766033316462,9.013362918164347e-05,4.651920080017691e-05,5.076308147278219e-06,0.05791512305227863,0.450237862350373,0.00467638237641449
2012-07-25,-0.0017109181413105523,0.07409300313338282,0,-0.00024189984416067567,-0.00039760307412295415,0.5880143758554528,0.4881145227615411,0.40621188381904844,0.7370008649200044,0.2933820572452962,0.3917671370521955,0.376203704369135,0.5900364076270228,-0.0005790346618513298,-0.00024189984416067567,7.564337849563785e-05,0.06236377557567677,0.3508108040686506,0.005011133702434917
2012-07-26,0.0003347513260204271,0.09711096715836098,0,4.1867280720142563e-05,-0.00026598014706408213,0.5981769225726952,0.4791354983848418,0.39839160667008333,0.6753373916222982,0.23556926325109406,0.5350857864608963,0.34200684961959765,0.43319214947953943,0.00012816312494207116,4.1867280720142563e-05,-3.8935681368312824e-05,0.061222648803184225,0.3694748423917653,0.007837939218004325
2012-07-27,0.0028268055155694083,0.05032070251890701,0,0.00029772288512081024,0.0004332947583250979,0.6774958757265923,0.475519447513953,0.4042144374132147,0.6050606596380261,0.2608925779338596,0.4687071820634531,0.4346853696819868,0.3776215474766034,0.00044208449940136285,0.00029772288512081024,0.00015712182831784105,0.05933668837160352,0.5436069112298674,0.011036657570802633
2012-07-30,0.0031987183527983076,0.05179253793261485,0,0.000739655292722019,0.0011266765472651152,0.7504583458427223,0.47671584168443093,0.4197117964137692,0.5674201988957914,0.35346136021896396,0.411639804667836,0.6816061405539632,0.48220969434377764,0.00031711767797248935,0.000739655292722019,0.0011127757918360515,0.06500023421880266,0.7158799416578111,0.010441545605984204
2012-07-31,-0.0005951119648184289,0.056576537929430314,0,0.0005442746493615758,0.0008367033474654395,0.723455117963272,0.47586037440739853,0.4274882656558726,0.5353553443916261,0.3465660166610223,0.3914224597703342,0.8265583944161251,0.648149261706053,0.0003334503689078616,0.0005442746493615758,0.000726264749800587,0.06783123609259298,0.6547700944055155,0.014049405972025364
2012-08-01,0.00360786036604116,0.05107978273779333,0,0.001204847300723344,0.001572375215883104,0.7960547282975994,0.4798421580418901,0.4446044058429333,0.5172119030604747,0.36086598037900985,0.33861910046998994,0.9369253176116756,0.8201464012601143,0.00030423191766087987,0.001204847300723344,0.00200899438356561,0.07978515100302211,0.8005088201535022,0.01360310244757404
2012-08-02,-0.0004463035244513247,0.06866187920570015,0,0.0008606052148024679,0.0012579129419753587,0.7755168098028782,0.48136113906670697,0.4527503351677872,0.5127317979139085,0.40642895187381595,0.3066396219955075,0.9010038833898849,0.8952813727970238,5.664108043357263e-05,0.0008606052148024679,0.0015835782342707994,0.09038959385562731,0.7289073636268995,0.01858711609594424
2012-08-03,0.0049840136483702,0.05957391460286168,0,0.0014513990649639985,0.0022605946202551297,0.8585285933708451,0.4892476221443405,0.47360863583776397,0.5184075372601571,0.42618926670672735,0.2658277971015969,0.9473018083298829,0.9366311736218395,-0.0014765146195104828,0.0014513990649639985,0.004124475686084927,0.12875025276905813,0.841088290429417,0.018103637527323385
2012-08-06,-0.00048347856862085425,0.04174088677474136,0,0.0012653222617635684,0.0018456354053375534,0.8367557135240253,0.49366170818699373,0.4824743788977406,0.5235837642705807,0.3936124179913753,0.24438101533374507,0.937169889874906,0.9367149298619857,-0.0005070130492756952,0.0012653222617635684,0.0028741778757134795,0.15177743305980823,0.7586679938960313,0.017620050695013628
