Date,Date,Open,High,Low,Close,Adj Close,Volume,SMA_7,SMA_14,SMA_30,EMA_7,EMA_14,EMA_30,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,STOCHk_14_3_3,STOCHd_14_3_3,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,BBB_14_2.0,BBP_14_2.0
2012-08-03,2012-08-03,3032.0,3097.0,3029.5,3096.0,2077.43798828125,3591794,3000.8571428571427,2980.035714285714,2927.766666666667,3018.0669902537256,2983.846195723579,2911.040740232485,75.89442482084098,62.963428772430234,1.3385686876866103,61.624860084743624,35.34665696698499,33.8875522071741,14.953780003879293,94.14887649273658,92.29544674249068,2881.4322774536067,2980.035714285714,3078.6391511178217,6.617601014606752,1.0880336905078607
2012-08-06,2012-08-06,3084.0,3095.5,3057.5,3089.5,2073.076904296875,2516616,3026.0,2989.75,2939.25,3035.925242690294,2997.933369627102,2922.554240862647,74.43971130426844,66.05504671170547,3.544149301569476,62.510897410135996,35.61818231018069,31.83717664822739,14.048997479418022,93.15484070744832,92.303445016553,2877.6449790853076,2989.75,3101.8550209146924,7.499290637323685,0.9448953275514121
2012-08-07,2012-08-07,3085.5,3099.0,3060.0,3083.0,2068.71484375,2117402,3044.785714285714,2996.785714285714,2950.1,3047.6939320177207,3009.275587010155,2932.905580161831,72.93420174443806,67.20597191527759,3.7560596041132754,63.44991231116431,35.927053528027265,30.41968993238351,13.180661278668763,96.76954708305067,94.69108809441182,2874.941132786085,2996.785714285714,3118.6302957853436,8.13168461921016,0.8537879348149265
2012-08-08,2012-08-08,3012.5,3080.10009765625,2992.5,3015.0,2061.9443359375,2724847,3047.714285714286,2997.6785714285716,2957.3,3039.5204490132905,3010.0388420754675,2938.2019943449386,59.399673196794566,61.917312494540056,-1.226079853299403,63.14339234783946,33.94297565999567,26.433374943287397,21.38490851888239,85.85672029623703,91.92703602891197,2875.496852464672,2997.6785714285716,3119.860290392471,8.151755837229256,0.5708838798402661
2012-08-09,2012-08-09,3015.0,3056.60009765625,2987.0,2998.5,2050.66015625,1798605,3049.4285714285716,2998.6071428571427,2962.9666666666667,3029.265336759968,3008.5003297987387,2942.0921882581683,56.652471932897576,55.751926196303884,-5.913172921228458,61.66509911753234,31.972664360944194,23.828053101517007,20.062759370446354,73.63576594345824,85.4206777742486,2876.6123077372768,2998.6071428571427,3120.6019779770086,8.136766792573328,0.49956087133919486
2012-08-10,2012-08-10,2992.5,3039.10009765625,2972.5,2997.0,2049.634765625,1681418,3044.0,3002.1428571428573,2967.766666666667,3021.199002569976,3006.96695249224,2945.6346277253833,56.397110519233095,50.1664876299219,-9.198889190088352,59.365376820010255,29.761345180664566,21.626738989117452,20.233649885444876,62.32741617357001,73.9399674710884,2883.4533290385434,3002.1428571428573,3120.8323852471713,7.906987358840803,0.4783348319561209
2012-08-13,2012-08-13,2996.0,3002.5,2981.0,2993.5,2047.2408447265625,1398707,3038.9285714285716,3006.535714285714,2971.483333333333,3014.274251927482,3005.171358826608,2948.7227162592294,55.765479688165634,44.939531629138855,-11.540676152697117,56.48020778183597,27.73244160076659,20.9243893734613,19.57654220834597,59.500328731097945,65.15450361604202,2894.1718510773703,3006.535714285714,3118.899577494058,7.474640176362518,0.4419932978739636
2012-08-14,2012-08-14,3013.5,3027.5,2996.5,3012.5,2060.234619140625,2312398,3027.0,3013.9285714285716,2974.1666666666665,3013.8306889456117,3006.14851098306,2952.8373797263757,58.48376282658043,41.84787628232425,-11.705865199609377,53.55374148193363,26.51997934872407,23.570445716388686,18.575391406135882,61.3412228796844,61.056322594784085,2915.4444486016873,3013.9285714285716,3112.412694255456,6.535265882575562,0.4927471993070258
2012-08-15,2012-08-15,3009.5,3031.5,3009.5,3019.0,2064.680419921875,1523687,3016.9285714285716,3021.464285714286,2977.233333333333,3015.123016709209,3007.8620428519853,2957.1059358730613,59.40288445510903,39.46725883074805,-11.269186120948461,50.73644495169651,25.50579479108571,23.364634859624054,17.926209452582828,62.05503897811588,60.96553019629937,2940.238441581378,3021.464285714286,3102.6901298471935,5.376588068040367,0.48483065494368066
2012-08-16,2012-08-16,3024.5,3040.5,3008.9560546875,3025.5,2069.125732421875,1892761,3008.714285714286,3026.75,2980.25,3017.7172625319067,3010.2137704717206,2961.5184561393153,60.348254835820036,37.670851894832595,-10.452474445491134,48.12332634032373,24.80270634023639,23.60979249841988,17.02336455611247,60.47007806289532,61.28877997356516,2955.3919991471425,3026.75,3098.1080008528575,4.7151565773755655,0.4912413465549747
2012-08-17,2012-08-17,3034.5,3036.0,2990.0,3000.5,2052.028076171875,1938593,3006.6428571428573,3027.1785714285716,2983.3,3013.41294689893,3008.918601075491,2964.033394452908,55.03950045301834,33.839811111481595,-11.426812183073707,45.2666232945553,23.511894594343676,21.895952873619564,18.7787476347629,47.34168649018687,56.62226784373265,2956.531958788276,3027.1785714285716,3097.825184068867,4.667488948757749,0.3111829397652213
2012-08-20,2012-08-20,2989.5,2997.0,2970.5,2986.5,2042.4541015625,1535564,3004.9285714285716,3027.1785714285716,2985.5333333333333,3006.6847101741973,3005.9294542654256,2965.482852875301,52.26665700352985,29.335835442343978,-12.744630281769062,42.08046572411304,21.78146397629163,20.823907068952884,21.010715313978217,32.0550245617339,46.62226303827199,2956.531958788276,3027.1785714285716,3097.825184068867,4.667488948757749,0.212098217393022
2012-08-21,2012-08-21,3000.0,3009.5,2980.030029296875,2982.0,2039.376220703125,1212688,3002.785714285714,3023.3928571428573,2987.766666666667,3000.513532630648,3002.738860363369,2966.548475270443,51.37080473513026,25.113793702223575,-13.57333761751157,38.687131319735144,20.491003045631697,21.867779516511433,19.976921231142278,17.162243258416073,32.18631810344557,2949.235516140884,3023.3928571428573,3097.5501981448306,4.905570959908453,0.22091193816026977
2012-08-22,2012-08-22,2974.5,2974.5,2953.5,2959.0,2023.6463623046875,1291807,2997.8571428571427,3018.3928571428573,2988.8,2990.135149472986,2996.90701231492,2966.061476865898,46.94212359643501,19.68497132802986,-15.20172799336423,34.88669932139409,19.418149383148755,20.80224829279678,23.500993959610113,9.59142039677924,19.602896072309694,2937.3063261392476,3018.3928571428573,3099.479388146467,5.372828179852267,0.1337686641187464
2012-08-23,2012-08-23,2971.5,2978.5,2948.719970703125,2959.5,2023.9884033203125,1796317,2990.285714285714,3008.6428571428573,2990.6,2982.4763621047396,2991.9194106729306,2965.6381557777754,47.048994407995934,15.247176347359073,-15.711618379228014,30.958794726587087,18.563018946227363,19.723083685165737,23.109215782984503,6.634259905936598,11.129307853710593,2934.717770958659,3008.6428571428573,3082.5679433270557,4.914181555892674,0.16761718058462174
2012-08-24,2012-08-24,2958.0,2992.0,2958.0,2981.5,2039.034423828125,1254001,2984.9285714285716,3000.9285714285716,2992.1,2982.232271578555,2990.53015591654,2966.661500566306,51.66249745179735,13.35150020754736,-14.08583561523178,27.43733582277914,17.330148601716648,20.910158059160228,21.727798566577352,10.921998355736555,9.049226219484087,2941.184047300712,3000.9285714285716,3060.6730955564312,3.981735833147052,0.3374029108760467
2012-08-28,2012-08-28,2979.5,3000.5,2952.5,2966.5,2028.77587890625,1737352,2976.5,2992.6071428571427,2992.983333333333,2978.299203683916,2987.326135127668,2966.6510811749317,48.55612260982296,10.51754881359193,-13.535829607349768,24.053378420941698,16.18129489458702,20.64718967199591,19.925730452440863,14.173065951116689,10.576441404263237,2951.296164427899,2992.6071428571427,3033.9181212863864,2.7608687981545583,0.18401689030606921
2012-08-29,2012-08-29,2966.0,2970.909912109375,2950.114990234375,2951.0,2018.17578125,2016260,2969.4285714285716,2988.035714285714,2992.9,2971.4744027629367,2982.482650443979,2965.6413340023555,45.51090023508696,6.940891182275209,-13.68998979093319,20.6308809732084,15.038608647620132,19.867929837555902,19.601503549734872,12.486462425190387,12.527175577347833,2943.6020329075095,2988.035714285714,3032.469395663919,2.974106444964398,0.08324728970261833
2012-08-30,2012-08-30,2952.5,3022.68994140625,2945.0,2960.5,2024.671875,3849475,2965.714285714286,2985.3214285714284,2992.1,2968.7308020722026,2979.5516303847817,2965.3096350344617,47.676836137106484,4.817402825177396,-12.650782518424801,17.468185343602197,15.459042276405919,25.990251289615507,17.055354793244536,10.625707358635145,12.428411911647364,2939.1670182530306,2985.3214285714284,3031.4758388898263,3.0920898417618083,0.2311044773381683
2012-08-31,2012-08-31,2960.0,2975.5,2935.677978515625,2936.5,2008.25830078125,3163164,2959.214285714286,2981.0,2989.9,2960.673101554152,2973.811413000144,2963.450948903206,43.02398729541312,1.1842720288736928,-13.027130651782803,14.211402680656496,15.513539858878614,24.24151416140655,17.48161476753309,6.376019140765259,9.829396308196886,2929.061849969655,2981.0,3032.938150030345,3.484612548161341,0.07160584296898387
2012-09-03,2012-09-03,2930.0,2946.5,2916.5,2946.5,2015.0982666015625,1475864,2957.4285714285716,2977.6428571428573,2988.6,2957.129826165614,2970.1698912667916,2962.3573392965477,45.414348100574344,-0.8779731480462942,-12.071500662962233,11.193527514915939,14.907651162233558,22.982927777731017,19.87980127375417,13.736040580098802,10.245922359833024,2923.3481210504774,2977.6428571428573,3031.9375932352373,3.6468266140202896,0.21320555744235284
2012-09-04,2012-09-04,2951.5,2951.5,2898.5,2908.5,1989.109375,1448754,2950.1428571428573,2970.214285714286,2987.3,2944.9723696242104,2961.9472390978863,2958.8826722451577,38.759765413858446,-5.515025943091587,-13.36684276640602,7.851816823314433,13.855637004227251,20.9277056888173,21.144696615823808,10.673336256425523,10.261798659096483,2909.010044164553,2970.214285714286,3031.4185272640184,4.121200402550353,-0.0041667387066525365
2012-09-05,2012-09-05,2906.0,2944.0,2894.5,2921.0,1997.6585693359373,1942282,2941.5,2963.214285714286,2986.9333333333334,2938.9792772181577,2956.4876072181683,2956.4386288745022,41.78178798946729,-8.088044219060066,-12.7518888338996,4.663844614839533,13.005658232950251,19.19960200911711,20.06669736017163,16.462162279910114,13.623846372144769,2903.532134415275,2963.214285714286,3022.8964370132967,4.028203534704846,0.146340783672577
2012-09-06,2012-09-06,2924.0,2944.909912109375,2907.0,2940.5,2010.994140625,2974519,2937.785714285714,2957.1428571428573,2987.983333333333,2939.3594579136184,2954.355926255746,2955.4103302374374,46.238755364180626,-8.456214729074873,-10.496047475131524,2.0398327460566517,12.188015880837062,18.126105224432614,18.78460671441827,19.233924124965014,15.456474220433506,2907.6101427420112,2957.1428571428573,3006.6755715437034,3.350038655129687,0.3320013616841776
2012-09-07,2012-09-07,2955.0,2955.5,2907.5,2923.5,1999.3682861328125,2546481,2933.8571428571427,2951.6428571428573,2988.3166666666666,2935.3945934352137,2950.2418027549797,2953.351599254377,43.13818591877495,-10.004425644566709,-9.635406712498689,-0.3690189320680206,11.537623342413674,18.44240281733448,17.281729919778627,24.427399556419385,20.041161987098125,2905.612698440118,2951.6428571428573,2997.6730158455966,3.1189517790980816,0.19429980325939514
2012-09-10,2012-09-10,2905.0,2921.56005859375,2890.846923828125,2908.5,1989.109375,2124887,2926.4285714285716,2946.0714285714284,2986.883333333333,2928.67094507641,2944.6762290543156,2950.4579476895788,40.55415500283003,-12.299982052492851,-9.544770496339865,-2.755211556152987,11.042890164354013,17.41855876523868,19.147758335506392,22.840326619671725,22.16721676701866,2899.3888268216324,2946.0714285714284,2992.7540303212245,3.1691425602964953,0.09758639018451251
2012-09-11,2012-09-11,2909.5,2931.0,2903.0,2914.5,1993.212890625,1867403,2923.285714285714,2941.25,2984.2166666666667,2925.1282088073076,2940.6527318470735,2948.1380800967027,42.049487539039646,-13.47969169343196,-8.579584109823179,-4.900107583608781,10.2423081519712,18.208931265050424,18.213092008242747,17.98415959024371,21.750628588778227,2896.5034917563394,2941.25,2985.9965082436606,3.0426864934065874,0.20109399537572015
2012-09-12,2012-09-12,2919.0,2919.0,2888.5,2907.5,1988.4259033203125,2051539,2917.714285714286,2937.5714285714284,2981.5833333333335,2920.7211566054807,2936.232367600797,2945.5162684775605,40.76125202780101,-14.808755466892308,-7.926918306626821,-6.881837160265486,10.003300989127851,17.223750945142903,19.794755480804287,15.162944460428617,18.662476890114636,2890.8429466742637,2937.5714285714284,2984.299910468593,3.1814363009303457,0.17823233977933914
2012-09-13,2012-09-13,2902.0,2918.0,2893.0,2912.5,1991.8453369140625,1494053,2918.285714285714,2934.214285714286,2977.5,2918.6658674541104,2933.068051920691,2943.3861866402985,42.12514755069613,-15.282423603171537,-6.7204691543248405,-8.561954448846697,9.781854345874569,16.43772514533329,18.8913989147235,16.661487792376985,16.60286394768306,2887.5166040867466,2934.214285714286,2980.911967341825,3.1829769117337245,0.2675014587717761
2012-09-14,2012-09-14,2928.0,2934.5,2877.5,2893.0,1978.5093994140625,3156503,2914.285714285714,2927.8928571428573,2972.9666666666667,2912.249400590583,2927.725644997932,2940.1354649215696,38.41083635998936,-17.034927999365664,-6.778378840415174,-10.25654915895049,9.22046148659427,17.697222239484848,16.995883302859163,14.239933739899527,15.354788664234997,2884.680460490011,2927.8928571428573,2971.105253795704,2.9517744508598422,0.09626334286461276
2012-09-17,2012-09-17,2886.5,2898.0,2879.25,2888.5,1975.431640625,1760970,2906.8571428571427,2922.3214285714284,2966.05,2906.312050442937,2922.4955589982073,2936.804144604049,37.58719275903598,-18.572816879582206,-6.653014176505373,-11.919802703076833,8.70015575607693,17.085824895610568,16.408715567293235,12.04568306975554,14.315701534010637,2880.3612312022024,2922.3214285714284,2964.2816259406545,2.871703089125158,0.09698201281301255
2012-09-18,2012-09-18,2890.0,2918.5,2886.5,2904.5,1986.3740234375,2581368,2904.1428571428573,2919.0,2959.883333333333,2905.859037832203,2920.0961511317796,2934.720006242497,42.32286258007243,-18.289706265738914,-5.095922850129664,-13.19378341560925,8.98052965151954,19.875756266434855,15.432974057658585,12.282760885917435,12.856125898524121,2879.3479418657294,2919.0,2958.6520581342706,2.7168248122145013,0.3171595538509024
2012-09-19,2012-09-19,2917.0,2966.5,2901.5,2959.0,2023.6463623046875,2656056,2911.3571428571427,2918.8928571428573,2955.75,2919.1442783741522,2925.2833309808757,2936.286457452659,54.881070925302986,-13.511887907135588,-0.25448359322107095,-13.257404313914517,10.588523276193039,26.08769279855766,13.660454267657347,36.4452924291099,20.257912128260912,2879.6842965408287,2918.8928571428573,2958.101417744886,2.686536472627349,1.0114590059073412
2012-09-20,2012-09-20,2958.0,2958.0,2928.5,2949.5,2017.1494140625,1799855,2916.3571428571427,2919.8214285714284,2953.5666666666666,2926.7332087806144,2928.5122201834256,2937.138944068616,52.72600462389615,-10.372436054587524,2.3079746074615937,-12.680410662049118,12.079400589853536,24.65295702013743,12.909175009709132,60.88615709207048,36.53807013569923,2878.4337024010356,2919.8214285714284,2961.2091547418213,2.8349491352724603,0.8585431500438703
2012-09-21,2012-09-21,2955.5,2957.5,2917.0,2942.0,2012.0203857421875,4798651,2921.285714285714,2919.5,2951.6833333333334,2930.549906585461,2930.3105908256357,2937.4525605803183,51.02258040088932,-8.392837753535787,3.4300583268106646,-11.822896080346451,12.931658210924196,22.857521072430586,14.037106221099844,78.84468394099213,58.72537782072413,2878.883325028796,2919.5,2960.116674971204,2.7824404844119743,0.7769798366797865
2012-09-24,2012-09-24,2933.5,2966.5,2919.5,2962.5,2026.040283203125,2300888,2928.4285714285716,2923.3571428571427,2950.5333333333333,2938.537429939096,2934.6025120488844,2939.0685244138463,55.27580009642455,-5.110897913640201,5.369598533365,-10.480496447005201,13.969199620356022,22.54899935675735,12.866502654216276,82.95880149812733,74.22988084372993,2877.707188121611,2923.3571428571427,2969.007097592674,3.123118558885047,0.9287283237149695
2012-09-25,2012-09-25,2960.5,2982.5,2956.0,2976.0,2035.27294921875,1351766,2940.285714285714,2927.285714285714,2949.95,2947.903072454322,2940.122177109033,2941.451200258114,57.87041938683329,-1.404410598467166,7.260868678830429,-8.665279277297595,15.34720131828201,24.37123377475582,12.245223926841945,87.26235063313715,83.02194535741883,2874.2537639623156,2927.285714285714,2980.317664609113,3.623284878861846,0.9592918553552817
2012-09-26,2012-09-26,2955.5,3004.51611328125,2945.0,2955.5,2021.25244140625,1793273,2949.8571428571427,2928.3571428571427,2948.05,2949.802304340741,2942.1725534944953,2942.35757443501,52.85590004159173,-0.11979050141144398,6.836391020708921,-6.956181522120365,17.132379587361758,25.691684519314084,10.967427130794897,83.57489107061498,84.59868106729311,2873.7188143799517,2928.3571428571427,2982.9954713343336,3.7316710914490008,0.7483865987425682
2012-09-27,2012-09-27,2966.0,2977.5,2946.0,2964.0,2027.0657958984373,1889138,2958.3571428571427,2931.25,2946.2166666666667,2953.351728255556,2945.082879695229,2943.753859955332,54.61205544808196,1.5661060475799786,6.8178300557602745,-5.251724008180296,18.7883183389436,24.247158746983917,10.350778925626553,74.44021699368085,81.75915289914428,2873.733853198791,2931.25,2988.766146801209,3.924342638888449,0.7847026602215961
2012-09-28,2012-09-28,2970.0,2978.0,2951.5,2955.0,2020.9107666015625,2409751,2957.785714285714,2934.5714285714284,2943.866666666667,2953.763796191667,2946.405162402532,2944.4794173775686,52.3868694929025,2.1511690868455844,5.922314476020704,-3.7711453891751194,20.336391923834675,23.162773515939943,9.848858983774445,63.509002584615075,73.84137021630359,2877.324024209985,2934.5714285714284,2991.818832932872,3.9015853425187785,0.6784235604778823
2012-10-01,2012-10-01,2958.5,2971.618896484375,2874.5,2925.0,2000.39404296875,5638197,2954.285714285714,2935.3214285714284,2941.35,2946.5728471437506,2943.551140748861,2943.222680772564,45.70222170906504,0.19187466932589814,3.1704160468008142,-2.978541377474916,19.150300089583272,19.44957343845948,20.99616056065697,55.98627195217653,64.64516384349078,2878.875997093786,2935.3214285714284,2991.766860049071,3.845945519166782,0.4085716212877508
2012-10-02,2012-10-02,2931.0,2935.5,2886.0,2893.5,1978.8514404296875,3262609,2947.3571428571427,2934.3214285714284,2938.25,2933.304635357813,2936.8776553156795,2940.0147658840115,39.93944154432786,-3.858192178238369,-0.7037206406107623,-3.1544715376276065,18.049846496062433,17.875092508025865,19.296480384139173,38.15693113245656,52.55073522308269,2875.4940696024555,2934.3214285714284,2993.1487875404014,4.009605655070513,0.15304044506775566
2012-10-03,2012-10-03,2914.5,2916.5,2893.5,2908.0,1988.7679443359373,2845245,2939.5714285714284,2934.0,2935.7833333333333,2926.9784765183595,2933.027301273589,2937.949297117301,43.47285089838419,-5.830658316036988,-2.1409494227275054,-3.689708893309483,17.028786797064413,17.177932304253673,18.543883540757673,26.40698330911008,40.183395464581025,2874.652355925936,2934.0,2993.347644074064,4.045510843494491,0.2809517091567044
2012-10-04,2012-10-04,2908.0,2925.0,2891.0,2911.0,1990.8192138671875,2353607,2930.285714285714,2935.285714285714,2934.1833333333334,2922.9838573887696,2930.0903277704438,2936.2106327871525,44.20423208270753,-7.070275280796068,-2.7044531099892684,-4.3658221708067995,15.84234839973447,17.634070316056523,17.461074917925455,22.817684606900944,29.127199682822493,2878.8376163983326,2935.285714285714,2991.733812173096,3.8461739933973003,0.2848845648070719
2012-10-05,2012-10-05,2915.0,2922.0,2892.0,2918.5,1995.9483642578125,1943392,2925.0,2937.4285714285716,2932.8166666666666,2921.862893041577,2928.5449507343847,2935.0680113170138,46.08243145810065,-7.362621617507102,-2.397439557360242,-4.96518206014686,14.741389572134212,16.70689596170777,16.542996415736337,29.227146575131542,26.150604830380818,2886.2121438981317,2937.4285714285716,2988.6449989590114,3.487160711147546,0.31520995956500886
2012-10-08,2012-10-08,2918.5,2918.5,2897.5,2902.5,1985.0064697265625,1783479,2916.214285714286,2937.285714285714,2930.1833333333334,2917.022169781183,2925.0722906364667,2932.966849296561,42.77441321591873,-8.784116649203497,-3.05514767124531,-5.728968977958187,13.719702912662205,16.06947139633684,15.911825172173051,27.817064942120812,26.620632041384397,2885.692920927254,2937.285714285714,2988.8785076441745,3.5129570887527084,0.16288204203223303
2012-10-09,2012-10-09,2916.0,2924.5,2878.0,2888.5,1975.431640625,2045399,2906.714285714286,2932.25,2927.5833333333335,2909.8916273358873,2920.1959852182713,2930.098020309686,40.06432705270985,-10.914528806240014,-4.148447862625462,-6.766080943614552,13.467728103430703,14.731336847228096,18.079589116596093,22.048549170713272,26.364253562655176,2876.5213846266984,2932.25,2987.9786153733016,3.801082129647993,0.10747275249045869
2012-10-10,2012-10-10,2883.5,2887.0,2860.0,2860.0,1955.9407958984373,1372974,2897.4285714285716,2925.8571428571427,2924.55,2897.4187205019152,2912.1698538558353,2925.5755673864805,35.17810710021428,-14.732777318946319,-6.373357100265412,-8.359420218680906,13.849706667704028,13.963313339806913,20.42808763148563,10.767896106627417,20.2111700731538,2859.912979710849,2925.8571428571427,2991.8013060034364,4.5076816759343385,0.0006598028164978882
2012-10-11,2012-10-11,2856.0,2881.72802734375,2853.0,2870.0,1962.77978515625,1699653,2894.0714285714284,2920.714285714286,2921.5333333333333,2890.5640403764364,2906.547206675057,2921.9900469099334,38.03378960561731,-16.75866686800191,-6.719397319456803,-10.039269548545107,14.428416053220628,13.215447251946262,20.63846797220443,7.329274962125463,13.381906746488683,2849.581899795291,2920.714285714286,2991.8466716332805,4.870889718101863,0.14352182863626273
2012-10-12,2012-10-12,2865.5,2878.955078125,2851.0,2860.5,1956.2825927734373,1871361,2887.285714285714,2913.4285714285716,2919.0,2883.048030282327,2900.4075791183827,2918.0229471092925,36.393500751768464,-18.91275506890861,-7.098788416290802,-11.813966652617808,15.03107419572797,12.51313056878637,19.921717408194127,5.802734754111107,7.966635274287962,2840.0490714275074,2913.4285714285716,2986.8080714296357,5.037329606820132,0.13935042193116598
2012-10-15,2012-10-15,2859.5,2889.10693359375,2859.5,2881.5,1970.64453125,1389632,2883.0714285714284,2906.6785714285716,2916.8333333333335,2882.6610227117453,2897.886568569265,2915.666627940951,42.315770723723276,-18.709687362280874,-5.5165765677304535,-13.193110794550421,15.060852302083081,13.756900399438099,18.783346013402358,12.425275182841721,8.519094966359397,2840.535212899177,2906.6785714285716,2972.821929957966,4.551129882716018,0.3096666695766432
2012-10-16,2012-10-16,2889.0,2926.0,2876.0,2924.5,2000.052001953125,2138194,2883.9285714285716,2904.464285714286,2917.366666666667,2893.120767033809,2901.435026093363,2916.2365229125026,52.141778568058584,-14.907173491136746,-1.3712501572690599,-13.535923333867686,14.45251870704758,19.407152511018392,17.015893986562777,27.976637505602568,15.401549147518432,2843.1041494161254,2904.464285714286,2965.824422012446,4.22522918253548,0.663263280481948
2012-10-17,2012-10-17,2915.5,2929.5,2909.5,2928.0,2002.4454345703125,2453799,2887.5714285714284,2901.8928571428573,2917.6,2901.840575275357,2904.9770226142477,2916.9954569181477,52.84586195136571,-11.478911358574805,1.6456095802343036,-13.124520938809109,14.01566166267845,19.332248775569738,16.35238268859271,46.12385276468863,28.84192181771094,2848.1884032554826,2901.8928571428573,2955.597311030232,3.7013395415467536,0.7430631071297435
